1	331	1000	35	9000
2	102	920	50	9000
3	53	697	34	9000
4	354	971	27	9000
5	134	625	49	11000
6	408	1000	37	9000
7	104	794	50	9000
8	82	919	50	9000
9	257	899	35	9000
10	457	872	50	11000
11	54	873	16	9000
12	358	898	50	9000
13	184	842	19	9000
14	209	771	35	9000
15	259	773	50	11000
16	355	973	30	9000
17	159	998	50	9000
18	381	996	24	9000
19	183	973	50	9000
20	108	618	50	11000
21	429	967	31	9000
22	228	793	44	9000
23	26	568	50	9000
24	234	946	16	9000
25	27	449	12	11000
26	453	996	50	9000
27	380	972	46	9000
28	283	945	50	9000
29	184	823	47	9000
30	79	472	47	11000
31	403	998	13	9000
32	357	992	50	9000
33	3	800	50	9000
34	405	968	30	9000
35	128	599	12	11000
36	282	922	36	9000
37	304	993	9	9000
38	282	843	18	9000
39	356	974	18	9000
40	559	942	16	11000
41	332	921	32	9000
42	330	921	39	9000
43	333	968	21	9000
44	334	946	50	9000
45	328	817	33	11000
46	153	822	18	9000
47	34	742	23	9000
48	302	849	9	9000
49	77	822	10	9000
50	183	647	30	11000
51	251	867	10	9000
52	457	995	5	9000
53	376	992	41	9000
54	329	1000	18	9000
55	183	645	30	11000
56	428	968	49	9000
57	403	996	32	9000
58	179	896	35	9000
59	152	847	47	9000
60	577	996	50	11000
61	327	918	27	9000
62	179	820	43	9000
63	326	946	7	9000
64	4	975	50	9000
65	102	625	50	11000
66	230	875	45	9000
67	183	796	50	9000
68	2	749	50	9000
69	77	999	50	9000
70	230	642	50	11000
71	407	944	26	9000
72	279	848	21	9000
73	403	998	35	9000
74	5	948	13	9000
75	205	694	41	11000
76	152	873	50	9000
77	383	992	10	9000
78	158	794	34	9000
79	328	924	50	9000
80	556	950	50	11000
81	228	973	18	9000
82	176	822	48	9000
83	228	996	50	9000
84	208	925	4	9000
85	427	822	49	11000
86	280	945	6	9000
87	51	618	18	9000
88	283	867	45	9000
89	152	995	47	9000
90	526	948	24	11000
91	351	894	50	9000
92	176	750	16	9000
93	102	942	50	9000
94	157	921	45	9000
95	584	993	20	11000
96	205	997	50	9000
97	433	995	12	9000
98	381	974	44	9000
99	406	944	50	9000
100	258	670	1	11000
101	255	997	47	9000
102	207	825	50	9000
103	359	893	5	9000
104	28	818	12	9000
105	206	623	24	11000
106	207	821	26	9000
107	255	850	28	9000
108	408	945	14	9000
109	456	996	50	9000
110	51	547	50	11000
111	277	948	50	9000
112	179	819	47	9000
113	384	969	23	9000
114	403	949	16	9000
115	359	824	50	11000
116	176	845	37	9000
117	303	946	6	9000
118	232	794	16	9000
119	33	718	50	9000
120	426	949	33	11000
121	378	970	35	9000
122	56	771	50	9000
123	130	921	22	9000
124	354	975	23	9000
125	279	696	50	11000
126	83	995	19	9000
127	331	995	9	9000
128	156	973	16	9000
129	229	899	48	9000
130	156	600	31	11000
131	78	796	3	9000
132	205	774	6	9000
133	51	767	43	9000
134	132	748	26	9000
135	479	945	14	11000
136	133	720	50	9000
137	6	572	1	9000
138	3	572	48	9000
139	80	825	17	9000
140	482	875	23	11000
141	176	800	8	9000
142	377	942	36	9000
143	232	948	6	9000
144	427	999	7	9000
145	234	747	39	11000
146	57	797	50	9000
147	151	999	50	9000
148	331	870	19	9000
149	259	873	50	9000
150	355	773	50	11000
151	155	918	50	9000
152	106	896	4	9000
153	130	943	8	9000
154	105	918	5	9000
155	355	799	50	11000
156	57	621	50	9000
157	377	948	24	9000
158	431	967	36	9000
159	52	695	25	9000
160	428	950	39	11000
161	234	999	25	9000
162	434	969	50	9000
163	402	995	44	9000
164	8	845	44	9000
165	107	517	35	11000
166	302	848	35	9000
167	356	970	45	9000
168	430	994	45	9000
169	28	918	46	9000
170	609	993	50	11000
171	453	994	50	9000
172	276	997	16	9000
173	284	845	21	9000
174	151	822	14	9000
175	154	570	3	11000
176	231	997	50	9000
177	281	998	50	9000
178	107	694	50	9000
179	276	872	34	9000
180	483	997	16	11000
181	134	947	34	9000
182	301	968	21	9000
